Reference	EMN001	PYK001	TAF017	VLC001
k141_150881	72	0	18	964
k141_129680	853	0	615	1395
k141_186599	0	0	0	999
k141_44932	39	0	9	1185
k141_144138	2	0	22	1274
k141_119252	0	0	0	871
k141_115081	5	0	1	826
k141_47931	7	0	0	799
k141_62720	11	0	4	2604
k141_94109	16	0	43	2432
k141_207635	1	0	0	4283
k141_69510	0	0	0	1169
k141_41665	80	0	37	1644
k141_83497	173	0	124	2421
k141_79818	9	0	1	1255
k141_58354	10	0	69	599
k141_126129	0	0	0	515
k141_37407	0	0	1	1243
k141_144146	2	0	2	369
k141_90781	2643	0	934	15839
k141_140352	145	0	143	3133
k141_161670	4696	0	28662	0
k141_34119	83	0	37	1547
k141_165119	25	0	191	2766
k141_211451	0	0	26	3963
k141_158796	3	0	0	336
k141_190339	0	0	0	404
k141_179242	158	0	96	13978
k141_9055	1	0	0	1534
k141_133594	0	0	0	529
k141_77009	1372	0	0	0
k141_221896	30	0	0	1517
k141_20255	0	0	0	292
k141_94120	0	0	1	561
k141_112327	0	0	0	10180
k141_66253	135	0	149	2652
k141_168706	0	0	1	3955
k141_77013	13	0	3	1903
k141_154562	1	0	0	566
k141_90791	0	0	7	312
k141_101434	110	0	26	3168
k141_41694	0	0	3	949
k141_186642	8	0	0	693
k141_176402	4304	0	14	4400
k141_147522	6	0	0	2557
k141_86981	44	0	20	1385
k141_23329	103	0	222	3839
k141_94126	0	0	0	2743
k141_204709	5	0	58	9628
k141_136913	12	0	2	1258
k141_168713	10	0	0	857
k141_140374	144	0	48	1857
k141_126143	3724	0	22667	0
k141_105290	1091	0	0	15
k141_58372	56	0	103	2294
k141_172058	83	0	23	1116
k141_225274	23	0	9	4076
k141_108251	784	0	560	21636
k141_44956	6	0	35	7074
k141_183107	0	0	0	969
k141_158829	1	0	19	1336
k141_221916	2	0	0	2057
k141_126145	1	0	3	823
k141_62770	35	0	7	1340
k141_16018	425	0	151	7847
k141_207668	527	0	5535	0
k141_41702	22	0	8	1415
k141_83541	32	0	0	289
k141_47976	18	0	2	1343
k141_133611	3087	0	4	3152
k141_2524	0	0	0	405
k141_12813	1	0	14	11211
k141_98032	4561	0	26224	1
k141_26860	31	0	22	1480
k141_161707	39	0	13	2212
k141_129703	4827	0	23	3933
k141_115132	0	0	14	687
k141_23341	0	0	0	558
k141_9089	0	0	1	564
k141_51830	106	0	4	1625
k141_193754	3	0	0	807
k141_79842	85	0	57	4020
k141_44975	58	0	100	2332
k141_47981	98	0	9	354
k141_211471	10	0	0	4256
k141_115135	109	0	14	1369
k141_26871	1333	0	0	0
k141_144178	1029	0	515	5620
k141_108275	15	0	2	1041
k141_77055	36	0	54	1606
k141_176445	0	0	8	2741
k141_90799	3	0	2	11204
k141_51840	0	0	0	2175
k141_133632	0	0	5	578
k141_154601	2	0	2	904
k141_190411	0	0	2	390
k141_101477	1	0	0	2616
k141_225290	680	0	450	919
k141_150909	6104	0	25	6152
k141_98039	0	0	6	985
k141_197473	0	0	0	2496
k141_69575	118	0	243	3585
k141_58399	0	0	0	565
k141_201028	0	0	0	584
k141_79859	3	0	11	749
k141_87009	0	0	0	313
k141_94169	34	0	24	312
k141_119352	18	0	3	1358
k141_176462	9	0	1	819
k141_190417	95	0	5	1640
k141_112387	0	0	1	1972
k141_41738	23	0	14	1376
k141_147576	8	0	20	1384
k141_193768	0	0	0	3697
k141_211490	912	0	5610	0
k141_9110	26	0	23	5059
k141_183144	209	0	226	2249
k141_221960	90	0	45	1749
k141_144196	2	0	19	822
k141_154611	5	0	13	1753
k141_44988	2	0	58	4781
k141_30433	10	0	2	373
k141_83553	1144	0	405	6552
k141_176467	65	0	54	961
k141_2560	2637	0	21444	0
k141_20366	2379	0	20	2130
k141_58413	38	0	2	882
k141_34226	2	0	0	679
k141_190429	94	0	52	1838
k141_126204	58	0	52	2875
k141_129736	0	0	3	864
k141_214804	6	0	89	2205
k141_176471	65	0	51	2296
k141_12870	12	0	17	333
k141_66313	319	0	639	3945
k141_87020	0	0	0	455
k141_48024	6	0	9	280
k141_144206	2	0	16	726
k141_186697	0	0	0	3400
k141_168732	0	0	11	10549
k141_211507	3	0	3	274
k141_150931	2	0	0	809
k141_172104	0	0	0	3898
k141_77062	5	0	3	4312
k141_45003	4	0	0	364
k141_62842	22	0	36	3589
k141_133674	1148	0	14	1863
k141_55436	26	0	53	3262
k141_147595	0	0	16	2470
k141_101505	1233	0	13167	0
k141_186708	0	0	20	525
k141_48029	0	0	0	1467
k141_129750	1	0	0	910
k141_30454	2	0	20	383
k141_108334	64	0	3	342
k141_5587	44	0	63	2647
k141_126219	4	0	9	474
k141_51898	29	0	1	1876
k141_2586	0	0	9	987
k141_144216	1	0	36	2825
k141_69607	48	0	49	3010
k141_90836	13	0	0	6099
k141_55438	4	0	16	1715
k141_201055	0	0	0	809
k141_94205	0	0	22	3514
k141_45014	13	0	0	1057
k141_214816	24	0	2	2303
k141_105395	0	0	0	541
k141_12893	3	0	1	888
k141_172122	1286	0	2	0
k141_77077	89	0	84	3214
k141_207745	16	0	1	737
k141_20397	417	0	127	1259
k141_34228	3	0	0	3156
k141_204810	0	0	4	1120
k141_136976	600	0	228	3509
k141_105396	0	0	0	2771
k141_98043	1610	0	713	10766
k141_165208	174	0	321	2895
k141_83594	0	0	0	1880
k141_12896	29	0	7	1074
k141_190433	9	0	119	10102
k141_20398	50	0	21	3358
k141_45020	0	0	0	3542
k141_41753	195	0	72	8301
k141_77089	21	0	0	265
k141_51912	8	0	11	2383
k141_129767	1	0	0	943
k141_87059	3	0	0	499
k141_12897	21	0	2	1256
k141_83603	0	0	0	483
k141_197553	2	0	22	2142
k141_154612	28	0	56	12348
k141_105398	10	0	17	10314
k141_115213	0	0	0	1318
k141_207767	3	0	6	357
k141_34254	95	0	119	2646
k141_20427	0	0	1	872
k141_214842	1	0	0	1283
k141_218987	0	0	0	2492
k141_2631	2	0	350	532
k141_101533	0	0	0	810
k141_83608	6	0	20	1205
k141_197565	3	0	3	1256
k141_48056	0	0	0	975
k141_12914	10	0	14	818
k141_108353	508	0	248	4460
k141_9175	537	0	212	4613
k141_137008	194	0	2	1193
k141_122736	0	0	0	596
k141_147647	8	0	41	966
k141_129788	28	0	5	1832
k141_94255	18	0	45	1631
k141_5621	2	0	62	912
k141_20430	9	0	15	2888
k141_186752	17	0	9	3020
k141_193837	1	0	8	469
k141_26972	8	0	0	1787
k141_51928	0	0	27	3644
k141_201094	9	0	11	2205
k141_219001	10	0	10	1747
k141_23445	1393	0	495	5487
k141_62919	241	0	207	552
k141_98086	94	0	5	1145
k141_16099	891	0	375	7120
k141_2642	43	0	11	2443
k141_83620	0	0	0	676
k141_211601	0	0	0	465
k141_168761	7331	0	57	6945
k141_5630	23	0	0	307
k141_222039	4	0	2	1455
k141_41798	4	0	0	1697
k141_9187	279	0	247	383
k141_140536	3	0	22	635
k141_87088	0	0	0	687
k141_79944	0	0	0	2127
k141_90941	8	0	0	942
k141_45070	22	0	0	386
k141_183265	1	0	0	711
k141_73232	1339	0	0	0
k141_172180	94	0	101	3485
k141_161756	1772	0	674	15995
k141_126281	154	0	274	1541
k141_207795	3	0	2	893
k141_219017	8	0	0	536
k141_105438	23	0	5	4370
k141_20451	3	0	1	1466
k141_48081	2	0	0	1712
k141_83628	0	0	2	877
k141_94276	1493	0	0	0
k141_129799	1462	0	0	0
k141_222048	1	0	0	794
k141_150955	7857	0	46	7204
k141_112465	22	0	61	11707
k141_122754	1	0	9	899
k141_204859	0	0	1	258
k141_23468	0	0	5	539
k141_197603	36	0	4	3540
k141_79958	0	0	0	526
k141_147674	2	0	9	664
k141_137037	282	0	237	474
k141_26999	81	0	22	435
k141_154663	0	0	1	3470
k141_133774	0	0	1	666
k141_201119	3	0	8	1459
k141_161766	3	0	49	1305
k141_119501	71	0	79	2289
k141_186779	0	0	0	1209
k141_94283	222	0	116	2288
k141_159067	1	0	0	2692
k141_5653	11	0	1	512
k141_55532	0	0	78	4565
k141_58509	0	0	0	483
k141_222064	0	0	30	2302
k141_193875	1	0	0	3083
k141_51956	3	0	0	2877
k141_197614	0	0	0	594
k141_94284	0	0	1	989
k141_69728	4	0	1	660
k141_12966	18	0	5	1909
k141_159068	66	0	1	716
k141_20459	4479	0	26	4580
k141_30473	3131	0	1341	18501
k141_66459	26	0	38	3621
k141_27024	0	0	10	282
k141_126329	24	0	29	2417
k141_48108	14	0	4	1686
k141_23487	0	0	2	281
k141_183304	5	0	3	3218
k141_222067	0	0	0	1854
k141_211655	1	0	7	350
k141_172232	595	0	4	594
k141_207834	0	0	12	434
k141_161769	0	0	2	1470
k141_154693	77	0	20	1414
k141_98131	6	0	0	497
k141_20476	0	0	34	2822
k141_101618	36	0	23	1396
k141_168810	11	0	3	745
k141_133789	2	0	11	6888
k141_214863	1782	0	640	12320
k141_150957	1134	0	529	6946
k141_16160	105	0	107	1975
k141_197615	12	0	23	7263
k141_122794	3	0	2	763
k141_207840	111	0	113	2985
k141_83670	311	0	229	9876
k141_66477	218	0	163	6589
k141_105448	8079	0	46848	0
k141_172241	13	0	1	1534
k141_20485	30	0	58	2487
k141_140596	0	0	0	510
k141_190567	1395	0	0	0
k141_45135	504	0	424	16987
k141_159093	103	0	20	1733
k141_5678	1	0	3	1021
k141_193903	0	0	0	643
k141_80010	0	0	4	624
k141_126348	1	0	1	1167
k141_63008	86	0	8	1400
k141_69778	283	0	214	480
k141_77242	44	0	8	1256
k141_214870	109	0	92	3261
k141_154714	0	0	5	1632
k141_20486	0	0	0	472
k141_119537	720	0	283	4457
k141_133800	2	0	7	338
k141_37475	73	0	166	33665
k141_222071	13	0	54	6486
k141_168826	18	0	1	2844
k141_91058	118	0	28	1595
k141_34365	1564	0	27	489
k141_63012	11	0	199	2574
k141_207866	0	0	6	307
k141_122801	42	0	0	381
k141_27038	3596	0	18	4628
k141_58556	3	0	0	898
k141_83688	198	0	81	1419
k141_211674	0	0	0	7676
k141_87177	203	0	332	11831
k141_23532	287	0	143	452
k141_137096	30	0	44	3295
k141_16186	58	0	0	424
k141_45160	0	0	1	1107
k141_161804	3	0	2	1424
k141_133807	1	0	0	889
k141_122807	68	0	64	1918
k141_20513	4	0	15	1578
k141_13032	1	0	3	892
k141_207873	6	0	3	506
k141_77269	13	0	2	1693
k141_183351	95	0	108	1169
k141_140600	1066	0	405	5916
k141_211679	134	0	152	5718
k141_119565	3	0	3	899
k141_204947	9	0	31	1270
k141_105482	0	0	1	1169
k141_73337	0	0	0	843
k141_154727	1	0	0	8998
k141_52020	0	0	0	312
k141_150990	162	0	181	1920
k141_80041	0	0	0	1071
k141_45167	58	0	3	2397
k141_20517	1867	0	0	0
k141_179319	482	0	389	57420
k141_186863	46	0	10	6193
k141_108446	1013	0	836	1728
k141_201199	16	0	8	4282
k141_13047	144	0	133	2196
k141_83711	20	0	262	2286
k141_190616	3	0	0	508
k141_69828	14	0	1	893
k141_105492	13	0	3	1055
k141_58571	89	0	5	1511
k141_137118	4	0	0	1155
k141_161819	259	0	206	1722
k141_34395	1	0	87	5098
k141_66545	80	0	116	2565
k141_126395	232	0	3	1002
k141_172269	1	0	0	9223
k141_193961	4	0	27	1614
k141_45179	4	0	1	329
k141_87192	0	0	2	1064
k141_112531	61	0	120	20241
k141_77295	3	0	0	911
k141_126396	91	0	83	2332
k141_201213	1	0	0	651
k141_137124	9	0	6	1871
k141_197695	7	0	5	1831
k141_186879	1	0	0	906
k141_168877	321	0	137	486
k141_225459	13	0	103	2984
k141_105502	1	0	2	1776
k141_9297	5905	0	27	5300
k141_98205	514	0	295	808
k141_5718	1009	0	517	7351
k141_154757	0	0	21	403
k141_144486	929	0	4047	1
k141_27062	2	0	1	8435
k141_13057	239	0	265	7150
k141_58589	4	0	0	657
k141_2805	33	0	9	3834
k141_214953	1334	0	0	0
k141_179354	3	0	0	487
k141_30564	2	0	0	7443
k141_52067	51	0	12	339
k141_73363	29	0	21	2291
k141_9301	300	0	590	982
k141_176774	26	0	0	1123
k141_137136	6	0	2	466
k141_77298	96	0	0	860
k141_219173	1	0	3	6516
k141_101708	18	0	0	1022
k141_190640	6	0	58	1906
k141_42013	19	0	6	2765
k141_69868	0	0	0	1458
k141_197719	0	0	0	2321
k141_201232	310	0	175	449
k141_161843	3	0	19	1109
k141_63065	0	0	9	1531
k141_20560	70	0	44	8079
k141_55701	1157	0	0	0
k141_98218	13	0	0	805
k141_2811	52	0	3	3735
k141_140654	5	0	0	2613
k141_83743	8	0	10	2093
k141_94405	9	0	18	3198
k141_66590	0	0	27	809
k141_133875	1040	0	5745	0
k141_176778	0	0	2	929
k141_119654	4	0	0	1115
k141_219183	27	0	5	2603
k141_20562	20	0	2	1061
k141_77309	12	0	32	1450
k141_225464	451	0	386	15399
k141_205017	3	0	4	1076
k141_179368	0	0	0	468
k141_193998	0	0	6	1706
k141_55707	0	0	11	480
k141_48250	65	0	111	1747
k141_2815	0	0	0	3270
k141_108500	0	0	0	1566
k141_101721	15	0	3	2112
k141_186916	2	0	21	1219
k141_140662	25	0	10	705
k141_214972	0	0	16	2518
k141_94410	10	0	2	897
k141_34457	1	0	0	1449
k141_91170	1	0	1	1276
k141_119656	2	0	0	1941
k141_168913	0	0	0	351
k141_42030	24	0	37	4252
k141_211750	1	0	2	2063
k141_2820	10	0	13	1940
k141_73381	0	0	1	1007
k141_222151	1	0	1	2907
k141_37570	0	0	0	1299
k141_179370	39	0	4	1624
k141_27080	1	0	29	1489
k141_122893	6	0	22	1462
k141_219206	15	0	28	1576
k141_176797	6	0	2	1710
k141_34467	0	0	3	417
k141_52105	0	0	6	1863
k141_112605	6	0	0	642
k141_194017	5	0	2	480
k141_16299	842	0	4353	0
k141_115400	20	0	8	1232
k141_225475	0	0	2	705
k141_140679	0	0	0	1125
k141_73386	16	0	47	2332
k141_207968	72	0	77	3718
k141_144545	11	0	1	1373
k141_5777	0	0	48	3673
k141_77317	34	0	39	7737
k141_91195	22	0	0	361
k141_94438	2	0	29	1671
k141_211770	16	0	4	1457
k141_101748	0	0	0	374
k141_225478	0	0	1	516
k141_190690	1	0	0	1224
k141_122906	0	0	17	2829
k141_20607	0	0	11	2490
k141_159293	10	0	275	1771
k141_112607	546	0	319	13227
k141_98253	1143	0	412	5503
k141_129968	4659	0	0	6
k141_69926	303	0	277	8557
k141_161897	0	0	0	1855
k141_105596	6	0	1	1494
k141_108508	4	0	0	9033
k141_48273	6	0	31	5017
k141_201263	98	0	59	5198
k141_126488	14	0	3	1959
k141_211785	8	0	2	1374
k141_119699	0	0	1	730
k141_73404	71	0	133	2255
k141_37599	0	0	0	461
k141_9368	2	0	0	964
k141_80123	6	0	44	6891
k141_66661	0	0	0	587
k141_55774	3	0	0	1598
k141_215023	1	0	12	1029
k141_222170	3	0	5	7143
k141_87265	8	0	48	1493
k141_101766	0	0	0	1265
k141_133938	24	0	16	10382
k141_112617	4	0	10	4813
k141_119706	0	0	0	3005
k141_27105	0	0	6	1774
k141_219256	0	0	1	1941
k141_20650	1	0	1	893
k141_197811	1	0	40	3075
k141_45313	0	0	0	638
k141_208000	2	0	21	2941
k141_16346	0	0	0	2278
k141_168959	0	0	0	470
k141_140724	1445	0	4	1282
k141_9374	1849	0	0	0
k141_159329	83	0	12	1226
k141_147733	654	0	372	56445
k141_179400	10	0	66	2071
k141_83821	0	0	8	4370
k141_215027	2	0	4	1074
k141_186987	0	0	0	522
k141_201279	200	0	194	5313
k141_2853	5465	0	43	5085
k141_48277	2935	0	17890	0
k141_55775	1	0	0	1042
k141_101769	187	0	202	5009
k141_91252	516	0	176	2752
k141_154859	269	0	448	15194
k141_63170	1310	0	6	1261
k141_126514	32	0	1	9490
k141_20662	16	0	6	1795
k141_16354	0	0	0	711
k141_30624	16	0	108	4961
k141_101772	2049	0	0	0
k141_69952	1	0	57	6400
k141_108529	8	0	104	2533
k141_94488	10	0	2	1645
k141_23682	3	0	1	1589
k141_133972	26	0	47	2837
k141_176889	2216	0	0	2
k141_2872	0	0	0	3307
k141_168981	0	0	0	1535
k141_201293	18	0	4	1467
k141_119737	2	0	4	331
k141_144607	0	0	1	962
k141_37626	69	0	90	1994
k141_42097	1443	0	574	8115
k141_147760	8	0	11	1097
k141_83836	0	0	0	1476
k141_187002	0	0	26	3562
k141_9396	11	0	1	3480
k141_34543	7	0	38	5940
k141_122956	0	0	34	1789
k141_133974	47	0	2	333
k141_211823	38	0	4	1349
k141_48299	0	0	0	816
k141_91291	306	0	192	572
k141_154869	0	0	2	1111
k141_219290	0	0	1	1124
k141_183561	24	0	23	3557
k141_172414	177	0	328	2047
k141_225547	0	0	1	668
k141_179430	38	0	5	4073
k141_151086	1298	0	517	6448
k141_115489	2	0	4	350
k141_94500	1362	0	0	0
k141_52169	325	0	225	18309
k141_9406	1192	0	0	0
k141_140767	0	0	0	360
k141_159376	5	0	6	617
k141_80140	12	0	108	3491
k141_144618	1582	0	0	0
k141_219298	88	0	16	1524
k141_108539	13	0	4	2867
k141_133981	22	0	1	1156
k141_176909	0	0	0	553
k141_94505	4	0	2	915
k141_161964	31	0	34	1421
k141_183572	0	0	0	1353
k141_34559	118	0	156	4809
k141_23702	11	0	4	1678
k141_147779	0	0	0	2785
k141_16358	294	0	12	1852
k141_55813	2	0	42	1991
k141_77405	6	0	90	13480
k141_215083	13	0	1	2547
k141_73477	8	0	42	1749
k141_172416	23	0	35	4797
k141_80145	33	0	0	407
k141_20703	44	0	2	2791
k141_91324	75	0	105	3637
k141_45369	158	0	284	1414
k141_140773	36	0	71	1279
k141_112673	1	0	8	1996
k141_183579	0	0	1	2738
k141_83863	59	0	14	1938
k141_77407	21	0	2	1106
k141_137270	89	0	34	2654
k141_98286	90	0	125	20148
k141_13180	17	0	84	20967
k141_52184	3158	0	0	0
k141_23714	23	0	10	955
k141_55818	40	0	42	2094
k141_222248	6	0	4	409
k141_105711	0	0	0	509
k141_77409	3	0	2	869
k141_20713	2	0	4	2639
k141_126577	0	0	1	350
k141_91331	1	0	4	1545
k141_144637	1	0	35	4265
k141_5906	73	0	36	2947
k141_16376	24	0	384	3526
k141_9443	1	0	0	382
k141_115517	9	0	38	1321
k141_27209	1371	0	0	0
k141_94523	1	0	1	859
k141_52197	30	0	173	426
k141_30692	1	0	16	881
k141_13192	0	0	0	526
k141_101841	234	0	122	1600
k141_154909	0	0	0	7037
k141_23722	0	0	0	701
k141_108565	2	0	2	1764
k141_20728	2	0	26	1713
k141_208090	172	0	165	8075
k141_176958	10	0	0	602
k141_66781	1	0	0	444
k141_45397	123	0	217	1389
k141_159421	128	0	60	8769
k141_134045	1297	0	6927	0
k141_179460	10356	0	111	8014
k141_45398	23	0	0	255
k141_105745	11	0	20	1887
k141_172424	261	0	368	3290
k141_162008	6	0	13	6203
k141_144662	47	0	0	311
k141_48376	2	0	3	1055
k141_215125	4	0	3	1391
k141_52206	3	0	0	1709
k141_34610	47	0	21	1844
k141_119759	17	0	41	15436
k141_225552	382	0	735	5818
k141_140805	120	0	243	1749
k141_13212	26	0	0	293
k141_159431	18	0	4	1026
k141_165214	1247	0	827	108895
k141_42115	28	0	256	8136
k141_154921	0	0	2	1215
k141_112735	143	0	37	1844
k141_55848	0	0	0	3923
k141_83925	172	0	93	1485
k141_162010	0	0	10	2049
k141_176961	0	0	2	4841
k141_219321	635	0	514	5365
k141_172430	29	0	0	351
k141_194179	0	0	26	2105
k141_205243	0	0	33	258
k141_42123	0	0	3	843
k141_80204	2	0	5	344
k141_190867	2	0	24	552
k141_187100	5	0	10	742
k141_147814	31	0	39	7916
k141_13219	81	0	26	1589
k141_23742	0	0	0	436
k141_98354	15	0	0	328
k141_183648	2	0	9	3999
k141_9492	0	0	0	2465
k141_205245	34	0	10	1459
k141_37712	10	0	14	4961
k141_140819	0	0	0	1206
k141_45422	8	0	4	2219
k141_73545	9	0	10	343
k141_94558	10	0	1	1089
k141_27232	935	0	304	5402
k141_222296	840	0	5503	0
k141_112743	0	0	4	1906
k141_134072	1994	0	0	0
k141_105786	28	0	28	329
k141_108613	11	0	0	958
k141_225561	2013	0	12701	0
k141_87371	1	0	106	9334
k141_63307	53	0	41	9928
k141_20793	21	0	13	1320
k141_147829	2	0	0	870
k141_30743	134	0	116	5114
k141_159469	1	0	0	1038
k141_162016	0	0	75	3840
k141_48398	2	0	0	368
k141_154948	75	0	92	2770
k141_176996	30	0	0	271
k141_58602	712	0	493	63029
k141_134074	23	0	2	1566
k141_52237	2	0	14	417
k141_16441	8	0	5	1011
k141_115558	1	0	0	2081
k141_201416	53	0	4	1064
k141_183664	114	0	28	1365
k141_105795	3	0	0	792
k141_55882	97	0	56	2613
k141_211933	300	0	110	928
k141_80226	2	0	0	1151
k141_208138	28	0	14	2312
k141_183665	166	0	68	1282
k141_37735	1	0	1	1354
k141_20805	4	0	1	1512
k141_197968	0	0	11	4094
k141_66858	8	0	0	1015
k141_215138	1229	0	517	7110
k141_5970	82	0	13	423
k141_147846	122	0	139	4630
k141_201424	1	0	34	2084
k141_219366	4	0	0	1354
k141_98378	1346	0	7908	0
k141_222322	5	0	38	1164
k141_119816	125	0	167	1490
k141_187146	1	0	0	937
k141_63332	1	0	0	913
k141_208143	0	0	0	820
k141_159508	24	0	21	1055
k141_55909	39	0	0	276
k141_215142	188	0	11	1316
k141_30762	12	0	0	3782
k141_140848	4	0	27	2718
k141_108636	0	0	85	4452
k141_37749	1119	0	6480	0
k141_123076	9	0	5	190
k141_154957	3733	0	42	3567
k141_162039	191	0	177	8415
k141_112789	9	0	31	3199
k141_45470	26	0	3	3572
k141_77533	0	0	0	6780
k141_5976	43	0	0	484
k141_42188	29	0	6	1575
k141_119834	34	0	52	2285
k141_177031	36	0	28	3771
k141_190921	0	0	92	7502
k141_165290	7	0	10	954
k141_52275	270	0	159	2621
k141_201448	6	0	0	347
k141_134117	1	0	1	1517
k141_83992	4	0	3	613
k141_219389	16	0	3	3044
k141_30774	8	0	1	718
k141_13302	1	0	11	1643
k141_55914	5	0	25	4289
k141_23770	11	0	0	5056
k141_91446	5190	0	46	5096
k141_177036	1302	0	2	1828
k141_147874	5	0	2	1028
k141_187163	9	0	62	4907
k141_183709	20	0	10	1721
k141_137388	170	0	186	1419
k141_48449	0	0	3	1104
k141_169177	9	0	1	2480
k141_63369	0	0	0	971
k141_179559	41	0	0	441
k141_73596	24	0	14	3142
k141_98416	90	0	25	2914
k141_27314	2	0	41	1911
k141_77557	1	0	2	712
k141_66881	11	0	37	8555
k141_183710	0	0	0	236
k141_208172	144	0	220	1801
k141_55919	1412	0	8467	0
k141_45488	20	0	1	1110
k141_87428	23	0	3	2668
k141_225616	489	0	350	689
k141_126738	3	0	3	310
k141_159560	5	0	0	1064
k141_154962	0	0	0	9690
k141_66889	13	0	0	754
k141_13320	0	0	0	659
k141_70190	19	0	3	1060
k141_3078	0	0	5	1732
k141_205340	1340	0	7481	1
k141_190943	1	0	66	1514
k141_169187	32	0	0	1894
k141_48456	0	0	66	4254
k141_219414	18	0	3	1393
k141_34706	5192	0	30432	2
k141_151249	1	0	2	2058
k141_6004	50	0	52	6574
k141_134153	203	0	199	8485
k141_91469	93	0	13	1326
k141_172493	4	0	7	7588
k141_52319	1	0	1	638
k141_123121	225	0	198	374
k141_187164	1	0	39	8469
k141_201490	1	0	2	935
k141_119860	4569	0	23	4061
k141_73624	1	0	2	517
k141_159579	75	0	58	2380
k141_84036	7	0	35	1430
k141_183719	9	0	45	7927
k141_194295	0	0	1	895
k141_177087	563	0	222	4305
k141_147920	0	0	16	2047
k141_165358	0	0	0	542
k141_91483	1	0	0	393
k141_119862	2036	0	0	1
k141_101853	56	0	222	41323
k141_34726	6	0	47	1287
k141_20874	18	0	37	8024
k141_205365	0	0	0	832
k141_137426	5	0	2	2704
k141_77608	1	0	7	1223
k141_159584	1086	0	7280	0
k141_201507	1267	0	7541	0
k141_112859	479	0	381	929
k141_45509	2	0	2	3234
k141_225642	2	0	0	1323
k141_169224	50	0	0	334
k141_190975	1	0	30	3975
k141_144824	31	0	300	2794
k141_147921	206	0	220	7348
k141_198107	21	0	148	1888
k141_208230	18	0	5	1440
k141_30847	7	0	40	936
k141_91490	0	0	25	2202
k141_205374	4	0	9	2938
k141_134190	1131	0	0	0
k141_42287	592	0	200	2856
k141_55989	1	0	2	1195
k141_219469	0	0	3	1062
k141_201520	17	0	0	332
k141_27376	909	0	378	5355
k141_215237	0	0	0	588
k141_34747	0	0	1	512
k141_172522	1353	0	8215	0
k141_222378	0	0	93	14987
k141_87476	4	0	1	1320
k141_73665	2419	0	19	2012
k141_198117	2	0	24	3628
k141_137430	6	0	68	2132
k141_123165	1	0	1	764
k141_151307	20	0	0	955
k141_45534	0	0	0	474
k141_94684	78	0	31	2724
k141_16556	1	0	0	2020
k141_6076	0	0	0	971
k141_177137	14	0	27	4303
k141_179633	9	0	21	935
k141_52348	3	0	0	2062
k141_13391	0	0	0	7705
k141_212089	10	0	5	1445
k141_3149	2	0	3	452
k141_194331	0	0	0	568
k141_201530	177	0	164	5187
k141_205391	41	0	10	1786
k141_172523	2	0	0	1640
k141_119904	5	0	12	341
k141_155052	1	0	1	1140
k141_101909	0	0	2	491
k141_63479	427	0	56	1691
k141_179644	5	0	7	1583
k141_27389	3	0	35	1177
k141_23863	147	0	29	1884
k141_219498	14	0	12	1039
k141_198124	0	0	0	2365
k141_147970	33	0	115	2131
k141_70294	3	0	7	1183
k141_165400	5	0	1	1049
k141_108762	1	0	1	2733
k141_9697	89	0	68	1823
k141_205403	81	0	13	464
k141_172529	428	0	286	557
k141_151332	0	0	0	2817
k141_134235	18	0	8	1121
k141_112907	4	0	23	1533
k141_84118	2	0	6	428
k141_187226	1722	0	0	0
k141_225683	14	0	4	2663
k141_6107	37	0	5	2547
k141_56045	0	0	0	842
k141_183762	11	0	0	7287
k141_34783	1340	0	0	0
k141_191036	87	0	164	5900
k141_162172	2	0	1	1199
k141_101929	0	0	0	3606
k141_9701	1973	0	8	1640
k141_87512	8	0	37	1315
k141_151333	147	0	121	3654
k141_215285	0	0	0	701
k141_98534	1	0	0	2056
k141_212123	1	0	3	3695
k141_58694	8683	0	59	7834
k141_42331	5	0	38	5989
k141_13420	0	0	30	645
k141_137453	0	0	4	859
k141_73710	6	0	1	1557
k141_183764	18	0	39	1929
k141_101934	0	0	0	204
k141_56057	79	0	72	1995
k141_219518	526	0	421	836
k141_155073	2062	0	12852	0
k141_87515	2	0	2	1175
k141_34794	13	0	2	1210
k141_106036	1	0	13	902
k141_208310	2	0	0	2897
k141_159631	2	0	12	17350
k141_91566	53	0	4	1280
k141_77698	3	0	15	2876
k141_52382	1	0	26	6836
k141_187252	4	0	20	694
k141_140984	11	0	0	1503
k141_177208	0	0	0	1112
k141_80385	0	0	67	2428
k141_34801	5	0	3	864
k141_191051	67	0	36	2843
k141_225702	4	0	17	4506
k141_162198	2	0	54	702
k141_134275	2	0	0	447
k141_52385	25	0	20	1823
k141_187254	1	0	0	1456
k141_205444	2542	0	3	2902
k141_212154	1	0	18	1595
k141_87532	36	0	0	253
k141_67080	55	0	6	972
k141_42362	0	0	1	1994
k141_108819	0	0	39	2181
k141_159655	0	0	0	2971
k141_148015	91	0	46	2159
k141_34814	39	0	0	377
k141_37904	3	0	17	3494
k141_45639	14	0	2	638
k141_91572	78	0	51	8736
k141_6172	14	0	13	976
k141_172568	0	0	0	559
k141_80404	45	0	77	2698
k141_191057	6	0	0	1177
k141_187259	7	0	9	344
k141_137484	0	0	7	319
k141_112942	4	0	5	2950
k141_94763	16	0	4	2194
k141_126908	0	0	41	3232
k141_98576	7	0	18	5684
k141_21039	25	0	0	246
k141_151384	6	0	10	1009
k141_80406	19	0	5662	7
k141_169235	375	0	219	33036
k141_13478	116	0	79	2206
k141_3240	129	0	7	2146
